ngram,prediction,freq,prop
get,out,1692,0.038458042
get,over,344,0.007818893
get,ready,272,0.00618238
get,rid,707,0.016069643
get,some,1407,0.03198018
get,started,189,0.004295845
get,that,715,0.016251477
get,the,5232,0.118919902
get,their,478,0.010864624
get,them,838,0.019047186
get,there,625,0.014205837
get,this,750,0.017047004
get,through,586,0.013319393
get,to,5501,0.125034094
get,up,987,0.022433858
get,used,72,0.001636512
get,you,677,0.015387763
get,your,977,0.022206564
gets,a,591,0.472422062
gets,the,114,0.091127098
gets,to,546,0.436450839
getting,a,1268,0.328242299
getting,back,116,0.030028475
getting,into,228,0.059021486
getting,my,39,0.01009578
getting,ready,413,0.106911727
getting,the,981,0.253947709
getting,to,818,0.211752524
gi,.,179,1
gift,.,537,0.55532575
gift,of,430,0.44467425
gifts,.,73,1
girl,.,1310,0.516561514
girl,and,467,0.184148265
girl,in,107,0.042192429
girl,who,652,0.257097792
girls,.,751,0.614063778
girls,and,472,0.385936222
give,a,1243,0.104708955
give,away,81,0.006823351
give,her,450,0.037907506
give,him,565,0.047594979
give,it,1685,0.141942549
give,me,1484,0.12501053
give,my,35,0.002948362
give,the,1125,0.094768764
give,them,1026,0.086429113
give,to,104,0.008760846
give,up,1270,0.106983405
give,us,695,0.058546037
give,you,2108,0.177575604
giveaway,.,38,1
given,a,810,0.1875
given,me,513,0.11875
given,that,544,0.125925926
given,the,1468,0.339814815
given,to,949,0.219675926
given,up,36,0.008333333
gives,a,312,0.180242634
gives,me,565,0.326400924
gives,the,121,0.069901791
gives,us,223,0.128827267
gives,you,510,0.294627383
giving,me,349,0.477428181
giving,the,192,0.262653899
giving,up,190,0.259917921
glad,i,520,0.373563218
glad,that,366,0.262931034
glad,to,506,0.363505747
glass,.,417,0.393767705
glass,of,642,0.606232295
glory,.,76,1
go,.,3896,0.150372457
go,ahead,557,0.021498321
go,and,1334,0.0514879
go,away,421,0.01624918
go,back,2275,0.087807326
go,by,74,0.00285615
go,down,381,0.014705315
go,for,1164,0.044926473
go,home,518,0.019993053
go,in,778,0.030028176
go,into,1053,0.040642248
go,of,508,0.019607086
go,on,1977,0.076305531
go,out,1419,0.054768613
go,there,69,0.002663167
go,through,1207,0.046586128
go,to,6908,0.266625497
go,up,74,0.00285615
go,with,1296,0.050021228
goal,.,392,0.289940828
goal,is,501,0.37056213
goal,of,459,0.339497041
goals,.,383,0.916267943
goals,and,35,0.083732057
god,.,2718,0.335059172
god,and,1350,0.166420118
god,for,519,0.06397929
god,has,855,0.105399408
god,i,37,0.004561144
god,in,326,0.040187377
god,is,1448,0.178500986
god,of,76,0.009368836
god,that,73,0.008999014
god,to,513,0.063239645
god,who,115,0.014176529
god,will,82,0.010108481
goes,.,602,0.23803875
goes,on,993,0.392645314
goes,to,934,0.369315935
going,.,940,0.028986401
going,back,705,0.021739801
going,for,583,0.017977736
going,in,40,0.001233464
going,into,429,0.0132289
going,on,3652,0.112615252
going,out,486,0.014986586
going,through,1083,0.033396034
going,to,24475,0.754725708
going,with,36,0.001110117
gold,.,207,1
gone,.,1167,0.700480192
gone,to,499,0.299519808
gonna,be,36,1
good,.,3991,0.225850263
good,and,1539,0.087091845
good,as,723,0.040914493
good,at,1038,0.058740309
good,but,495,0.028011997
good,day,112,0.006338068
good,enough,699,0.039556335
good,for,1422,0.080470828
good,friend,469,0.02654066
good,friends,39,0.002207006
good,idea,782,0.044253296
good,in,201,0.011374569
good,job,429,0.024277064
good,luck,548,0.031011261
good,morning,154,0.008714844
good,news,897,0.050761134
good,or,111,0.006281478
good,reason,39,0.002207006
good,thing,1292,0.073114142
good,things,321,0.018165356
good,time,720,0.040744723
good,to,1503,0.085054609
good,way,147,0.008318714
goodness,.,38,1
gorgeous,.,38,1
got,.,51,0.003083993
got,a,3831,0.231662333
got,an,207,0.012517385
got,back,515,0.031142287
got,her,37,0.002237407
got,home,729,0.044082965
got,in,534,0.032291226
got,into,294,0.017778315
got,it,858,0.051883655
got,me,762,0.046078491
got,my,746,0.045110963
got,on,37,0.002237407
got,out,499,0.03017476
got,some,659,0.039850033
got,the,2124,0.128439257
got,there,236,0.014271029
got,this,36,0.002176937
got,to,3762,0.227489871
got,up,620,0.037491685
government,.,745,0.400753093
government,and,515,0.277030662
government,has,73,0.039268424
government,is,258,0.138784293
government,to,268,0.144163529
gr,.,299,1
grace,.,168,0.56187291
grace,and,131,0.43812709
grand,national,34,1
grateful,for,738,1
great,.,1734,0.295048494
great,and,663,0.11281266
great,day,118,0.020078271
great,deal,808,0.137485111
great,for,618,0.105155692
great,job,167,0.028415858
great,time,572,0.097328569
great,to,651,0.110770801
great,way,546,0.092904543
green,.,455,0.638148668
green,and,258,0.361851332
grew,up,1043,1
grocery,store,625,1
ground,.,820,0.847983454
ground,and,147,0.152016546
group,.,986,0.281232173
group,and,160,0.045636052
group,of,2360,0.673131774
groups,.,114,0.606382979
groups,of,74,0.393617021
grow,.,119,0.159731544
grow,up,626,0.840268456
growing,up,1020,1
grown,up,390,1
growth,.,151,0.803191489
growth,and,37,0.196808511
gu,.,83,1
guess,.,487,0.243621811
guess,i,792,0.396198099
guess,that,39,0.019509755
guess,the,36,0.018009005
guess,what,645,0.322661331
guide,to,122,1
guilty,of,83,1
guy,.,678,0.514025777
guy,who,641,0.485974223
guys,.,649,0.947445255
guys,are,36,0.052554745
h,.,453,0.686363636
h,a,46,0.06969697
h,of,33,0.05
h,the,128,0.193939394
ha,.,1328,1
habit,of,151,1
had,.,1042,0.017067418
had,a,15072,0.246871519
had,all,146,0.002391404
had,already,807,0.01321824
had,an,1690,0.027681321
had,any,390,0.006387997
had,become,120,0.001965538
had,been,7587,0.124271113
had,come,568,0.009303545
had,done,579,0.009483719
had,enough,237,0.003881937
had,ever,77,0.00126122
had,given,39,0.0006388
had,gone,472,0.007731114
had,her,237,0.003881937
had,his,155,0.002538819
had,i,151,0.002473301
had,in,790,0.012939789
had,it,796,0.013038066
had,just,1126,0.018443294
had,left,233,0.003816419
had,made,636,0.010417349
had,me,277,0.004537116
had,more,374,0.006125925
had,my,955,0.015642403
had,never,1151,0.018852781
had,no,2421,0.039654721
had,not,1159,0.018983817
had,nothing,40,0.000655179
had,on,146,0.002391404
had,one,659,0.010794077
had,only,36,0.000589661
had,our,36,0.000589661
had,seen,460,0.007534561
had,so,512,0.008386294
had,some,1505,0.024651117
had,such,35,0.000573282
had,taken,377,0.006175064
had,that,75,0.001228461
had,the,4418,0.072364542
had,their,181,0.002964686
had,this,709,0.011613051
had,time,34,0.000556902
had,to,12196,0.199764135
had,two,346,0.0056673
haha,.,401,1
hair,.,992,0.593301435
hair,and,680,0.406698565
half,.,284,0.075592228
half,a,732,0.194836306
half,an,165,0.04391802
half,of,1821,0.484695236
half,the,755,0.200958211
hall,.,238,1
hand,.,1476,0.518804921
hand,and,892,0.313532513
hand,in,360,0.126537786
hand,to,117,0.04112478
handful,of,722,1
hands,.,980,0.332316039
hands,and,727,0.246524246
hands,of,664,0.225161072
hands,on,578,0.195998644
hang,out,627,1
hanging,out,512,1
happen,.,1549,0.543699544
happen,in,93,0.032643033
happen,to,1207,0.423657424
happened,.,1267,0.386516168
happened,in,340,0.103721782
happened,to,1671,0.50976205
happening,.,377,0.837777778
happening,in,73,0.162222222
happens,.,542,0.304836895
happens,to,943,0.530371204
happens,when,293,0.164791901
happy,.,1379,0.253912723
happy,and,681,0.125391272
happy,birthday,241,0.044374885
happy,to,2092,0.385196096
happy,with,1038,0.191125023
hard,.,915,0.112573819
hard,and,572,0.070374016
hard,for,647,0.079601378
hard,on,77,0.009473425
hard,time,712,0.087598425
hard,to,4516,0.555610236
hard,work,689,0.084768701
harder,to,397,1
harry,potter,235,1
has,.,75,0.001461504
has,a,8527,0.16616326
has,already,775,0.015102208
has,also,837,0.016310384
has,always,1073,0.02090925
has,an,1082,0.021084631
has,become,1443,0.028119337
has,been,17106,0.333339829
has,changed,589,0.011477678
has,come,887,0.01728472
has,done,830,0.016173977
has,ever,515,0.010035661
has,given,675,0.013153536
has,gone,699,0.013621217
has,had,1028,0.020032348
has,happened,490,0.009548493
has,in,36,0.000701522
has,it,265,0.005163981
has,its,275,0.005358848
has,just,623,0.012140226
has,made,1006,0.01960364
has,more,191,0.003721963
has,never,877,0.017089853
has,no,1344,0.026190151
has,not,1355,0.026404505
has,nothing,77,0.001500477
has,now,504,0.009821307
has,only,37,0.000721009
has,really,35,0.000682035
has,seen,73,0.001422531
has,some,754,0.014692987
has,taken,778,0.015160668
has,the,2482,0.048366039
has,to,3974,0.077440224
hat,.,40,1
hate,it,36,0.473684211
hate,the,40,0.526315789
hav,.,233,1
have,.,1972,0.013262225
have,a,25628,0.172355121
have,all,1134,0.007626452
have,already,920,0.006187245
have,also,820,0.005514718
have,always,1145,0.00770043
have,an,2957,0.019886612
have,and,434,0.002918766
have,another,496,0.003335732
have,any,2241,0.015071321
have,anything,111,0.000746505
have,at,113,0.000759955
have,become,921,0.00619397
have,been,22764,0.153093959
have,changed,425,0.002858238
have,chosen,78,0.000524571
have,come,1243,0.008359506
have,created,75,0.000504395
have,decided,614,0.004129313
have,done,1822,0.012253435
have,enough,640,0.00430417
have,ever,1056,0.007101881
have,for,464,0.003120523
have,found,1053,0.007081705
have,fun,658,0.004425225
have,given,604,0.004062061
have,gone,869,0.005844256
have,got,155,0.001042416
have,gotten,540,0.003631644
have,had,3097,0.020828149
have,heard,685,0.004606807
have,her,150,0.00100879
have,i,775,0.005212081
have,in,1063,0.007148958
have,it,1832,0.012320688
have,just,845,0.00568285
have,known,465,0.003127249
have,learned,709,0.004768214
have,left,188,0.00126435
have,lost,555,0.003732523
have,lots,33,0.000221934
have,loved,37,0.000248835
have,made,1786,0.012011325
have,many,328,0.002205887
have,more,1142,0.007680254
have,much,438,0.002945667
have,my,1205,0.008103946
have,never,1888,0.012697302
have,no,4100,0.027573591
have,not,2222,0.014943541
have,nothing,330,0.002219338
have,noticed,130,0.000874285
have,now,251,0.001688042
have,on,463,0.003113798
have,one,1280,0.008608341
have,only,540,0.003631644
have,our,390,0.002622854
have,put,36,0.00024211
have,read,626,0.004210017
have,really,40,0.000269011
have,received,71,0.000477494
have,said,606,0.004075511
have,seen,1563,0.010511591
have,so,712,0.00478839
have,some,2428,0.016328946
have,something,693,0.004660609
have,spent,237,0.001593888
have,started,207,0.00139213
have,such,131,0.00088101
have,taken,917,0.006167069
have,that,828,0.00556852
have,the,7700,0.051784549
have,their,918,0.006173794
have,them,709,0.004768214
have,this,926,0.006227596
have,thought,233,0.001566987
have,time,785,0.005279334
have,to,23793,0.160014258
have,tried,408,0.002743909
have,two,764,0.005138103
have,used,650,0.004371423
have,very,34,0.000228659
have,worked,238,0.001600613
have,written,198,0.001331603
have,yet,273,0.001835998
have,you,2454,0.016503803
have,your,636,0.004277269
haven't,been,614,0.893740902
haven't,had,73,0.106259098
havenut,been,198,1
having,a,3903,0.524667294
having,an,339,0.045570641
having,been,528,0.070977282
having,the,906,0.121790563
having,to,1763,0.23699422
he,.,4326,0.049599853
he,also,1340,0.015363801
he,always,36,0.000412759
he,and,923,0.010582678
he,asked,707,0.008106125
he,became,37,0.000424224
he,began,38,0.00043569
he,called,37,0.000424224
he,came,672,0.007704832
he,can,1783,0.020443028
he,could,2270,0.026026738
he,did,2208,0.025315875
he,didn't,781,0.008954574
he,didnut,917,0.010513885
he,died,152,0.00174276
he,does,1316,0.015088628
he,doesn't,496,0.005686899
he,doesnut,770,0.008828453
he,even,112,0.001284139
he,felt,193,0.002212846
he,found,152,0.00174276
he,gave,560,0.006420693
he,gets,662,0.007590176
he,goes,154,0.001765691
he,got,1033,0.011843885
he,ha,45,0.000515949
he,had,5712,0.065491068
he,has,5966,0.068403311
he,is,9975,0.114368594
he,just,864,0.009906212
he,knew,763,0.008748194
he,knows,736,0.008438625
he,left,349,0.004001468
he,looked,583,0.0066844
he,looks,73,0.000836983
he,loves,638,0.007315004
he,made,786,0.009011901
he,makes,112,0.001284139
he,may,544,0.006237245
he,might,568,0.006512417
he,must,290,0.003325002
he,needed,119,0.001364397
he,needs,330,0.003783623
he,never,651,0.007464056
he,or,207,0.002373363
he,really,425,0.004872847
he,said,4517,0.051789768
he,saw,461,0.005285606
he,says,1275,0.014618542
he,sees,80,0.000917242
he,should,596,0.006833452
he,started,390,0.004471554
he,still,453,0.005193882
he,tells,221,0.002533881
he,then,294,0.003370864
he,thinks,339,0.003886812
he,thought,540,0.006191383
he,told,991,0.011362333
he,took,722,0.008278108
he,tried,40,0.000458621
he,turned,74,0.000848449
he,used,76,0.00087138
he,wa,98,0.001123621
he,wanted,1024,0.011740696
he,wants,1077,0.012348368
he,was,15756,0.180650783
he,wasn't,39,0.000447155
he,wasnut,233,0.002671467
he,went,804,0.009218281
he,will,2333,0.026749066
he,would,3074,0.035245018
he,wrote,300,0.003439657
he's,a,139,1
head,.,2029,0.398624754
head,and,1033,0.202946955
head,in,79,0.015520629
head,of,945,0.185658153
head,on,272,0.053438114
head,to,732,0.143811395
headed,to,534,1
health,.,596,0.305171531
health,and,712,0.364567332
health,care,645,0.330261137
healthy,.,115,0.438931298
healthy,and,147,0.561068702
hear,.,147,0.076722338
hear,a,74,0.038622129
hear,about,152,0.079331942
hear,from,256,0.133611691
hear,it,116,0.060542797
hear,that,162,0.084551148
hear,the,1009,0.526617954
heard,.,37,0.013513514
heard,a,282,0.102994887
heard,about,342,0.124908692
heard,of,1074,0.392257122
heard,that,264,0.096420745
heard,the,739,0.26990504
heart,.,2035,0.455257271
heart,and,1096,0.245190157
heart,is,208,0.046532438
heart,of,1020,0.228187919
heart,to,111,0.024832215
hearts,.,154,1
heat,.,656,0.521048451
heat,and,603,0.478951549
heaven,.,608,1
held,in,349,1
hell,.,424,1
help,.,1410,0.156718906
help,and,109,0.012115149
help,but,992,0.110258975
help,her,41,0.004557075
help,him,111,0.012337446
help,in,74,0.008224964
help,it,36,0.004001334
help,me,1330,0.147827053
help,of,547,0.060798044
help,the,618,0.068689563
help,them,581,0.064577081
help,to,562,0.062465266
help,us,623,0.069245304
help,with,569,0.063243303
help,you,1394,0.154940536
helped,me,754,1
helps,to,73,1
hence,the,255,1
her,.,5711,0.170998263
her,a,1123,0.033624768
her,and,2429,0.072728906
her,as,608,0.018204683
her,at,43,0.001287502
her,back,485,0.014521828
her,blog,665,0.019911372
her,body,271,0.008114258
her,but,344,0.010300018
her,daughter,295,0.008832864
her,eyes,777,0.023264866
her,face,724,0.021677945
her,family,746,0.022336667
her,father,477,0.014282292
her,first,793,0.023743937
her,for,634,0.018983173
her,friend,37,0.001107851
her,friends,207,0.006197976
her,from,36,0.001077909
her,hair,357,0.010689263
her,hand,360,0.010779089
her,hands,70,0.002095934
her,head,782,0.023414576
her,heart,256,0.00766513
her,home,157,0.00470088
her,house,36,0.001077909
her,husband,1246,0.037307623
her,i,436,0.013054674
her,in,1247,0.037337565
her,life,1202,0.035990179
her,mother,821,0.02458231
her,name,382,0.011437811
her,new,515,0.015420085
her,on,490,0.014671537
her,out,196,0.005868615
her,own,2030,0.060782083
her,parents,191,0.005718905
her,she,127,0.003802623
her,sister,76,0.002275585
her,son,75,0.002245643
her,that,879,0.026318941
her,the,610,0.018264567
her,to,3007,0.090035331
her,up,380,0.011377927
her,way,308,0.009222109
her,with,564,0.016887239
her,work,193,0.005778789
here,.,8436,0.281312525
here,and,2777,0.092603708
here,are,3263,0.108810191
here,as,201,0.006702681
here,at,711,0.023709484
here,but,608,0.020274777
here,for,933,0.031112445
here,i,1203,0.040116046
here,in,2584,0.0861678
here,is,4861,0.162098173
here,it,492,0.016406563
here,on,859,0.028644791
here,so,35,0.001167134
here,that,238,0.007936508
here,the,199,0.006635988
here,to,1360,0.045351474
here,we,873,0.029111645
here,with,315,0.010504202
here,you,40,0.001333867
here',.,46,1
here's,a,879,0.482701812
here's,the,756,0.415156507
here's,what,186,0.10214168
hereus,a,425,0.48185941
hereus,the,457,0.51814059
herself,.,507,0.931985294
herself,and,37,0.068014706
heus,a,326,0.680584551
heus,not,153,0.319415449
hi,.,550,1
high,.,584,0.159084718
high,and,395,0.107600109
high,school,2692,0.733315173
higher,than,111,1
highly,recommend,370,1
hill,.,163,1
him,.,8348,0.293210635
him,a,1481,0.052017843
him,about,118,0.004144568
him,and,3291,0.115591303
him,as,944,0.033156545
him,at,281,0.009869692
him,but,639,0.02244389
him,for,1005,0.035299076
him,from,374,0.013136174
him,he,643,0.022584384
him,i,569,0.019985248
him,in,1787,0.062765621
him,into,117,0.004109445
him,on,728,0.025569878
him,or,154,0.005409013
him,out,489,0.017175371
him,so,75,0.002634259
him,that,1115,0.039162657
him,the,875,0.030733027
him,to,4227,0.148466861
him,up,480,0.01685926
him,with,731,0.025675248
himself,.,1144,0.577777778
himself,and,352,0.177777778
himself,in,151,0.076262626
himself,to,333,0.168181818
himud,.,36,1
hink,i,77,0.1925
hink,it,287,0.7175
hink,that,36,0.09
hint,of,523,1
his,.,36,0.001582905
his,back,201,0.008837884
his,best,389,0.017104164
his,body,440,0.019346612
his,book,120,0.005276349
his,brother,241,0.010596667
his,butt,71,0.00312184
his,career,283,0.012443389
his,daughter,37,0.001626874
his,death,352,0.01547729
his,eyes,929,0.040847733
his,face,977,0.042958273
his,family,976,0.042914303
his,father,932,0.040979642
his,feet,39,0.001714813
his,first,1187,0.052191883
his,friends,383,0.016840346
his,hand,676,0.029723431
his,hands,586,0.02576617
his,head,1224,0.053818757
his,heart,286,0.012575298
his,home,78,0.003429627
his,last,110,0.004836653
his,life,1597,0.070219408
his,love,253,0.011124302
his,mind,301,0.013234841
his,mother,670,0.029459614
his,mouth,194,0.008530097
his,name,855,0.037593985
his,new,623,0.027393044
his,or,156,0.006859253
his,own,3392,0.149144792
his,parents,109,0.004792683
his,son,583,0.025634261
his,time,229,0.010069032
his,voice,200,0.008793915
his,way,813,0.035747263
his,wife,1462,0.064283516
his,work,753,0.033109089
history,.,1204,0.353597651
history,and,666,0.195594714
